designer,show,look_number,image_url,style_tags,items_json
Chanel,Fall 2026 Ready-to-Wear,47,"https://assets.vogue.com/photos/69af394eac8fb3772ed32fbb/master/w_1024,c_limit/00047-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Quiet Luxury,New Classic,Minimalism","[{""category"": ""Gown/Evening"", ""materials"": [""Chiffon""], ""pattern"": ""Solid"", ""silhouette"": [""Column"", ""Elongated""], ""construction"": [""Draping"", ""Gathers""], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Suede""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,48,"https://assets.vogue.com/photos/69af394ecea00832ea657e93/master/w_1024,c_limit/00048-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","New Femininity,Quiet Luxury,Soft Tailoring","[{""category"": ""Jacket/Blazer"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Semi-Fitted"", ""Cropped""], ""construction"": [""Patch Pockets"", ""Statement Closure""], ""decoration"": [""Statement Buttons""]}, {""category"": ""Shirt"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Relaxed""], ""construction"": [""Shirt Collar""], ""decoration"": [""Statement Buttons""]}, {""category"": ""Skirt"", ""materials"": [""Ribbed Knit""], ""pattern"": ""Solid"", ""silhouette"": [""A-line"", ""Elongated""], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,49,"https://assets.vogue.com/photos/69af395016895eef295b6a96/master/w_1024,c_limit/00049-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Quiet Luxury,New Classic,Soft Tailoring","[{""category"": ""Jacket/Blazer"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Checks/Plaid"", ""silhouette"": [""Fitted/Waisted"", ""Cropped""], ""construction"": [""Patch Pockets""], ""decoration"": [""Statement Buttons""]}, {""category"": ""Top/Blouse"", ""materials"": [""Fine Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Straight""], ""construction"": [""V-Neck""], ""decoration"": []}, {""category"": ""Knitwear/Cardigan"", ""materials"": [""Ribbed Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Straight"", ""Elongated""], ""construction"": [], ""decoration"": []}, {""category"": ""Skirt"", ""materials"": [""Velvet""], ""pattern"": ""Solid"", ""silhouette"": [""A-line""], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,50,"https://assets.vogue.com/photos/69af3950bdca1343b58f2cf8/master/w_1024,c_limit/00050-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Quiet Luxury,New Classic,Soft Tailoring","[{""category"": ""Shirt"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Relaxed"", ""Oversized""], ""construction"": [""Shirt Collar"", ""Dropped Shoulder""], ""decoration"": []}, {""category"": ""Skirt"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""A-line""], ""construction"": [""Asymmetry"", ""Draping""], ""decoration"": [""Statement Buttons""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,51,"https://assets.vogue.com/photos/69af395154ce5a87b4858186/master/w_1024,c_limit/00051-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Loud Luxury,Artisanal/Craft","[{""category"": ""Gown/Evening"", ""materials"": [""Textured Knit"", ""Metallic Fabric""], ""pattern"": ""Animal Print"", ""silhouette"": [""Column"", ""Elongated""], ""construction"": [""High Neck""], ""decoration"": [""Fringe"", ""Textured Inserts""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Metal Hardware""]}, {""category"": ""Sunglasses"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Metal Hardware""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,52,"https://assets.vogue.com/photos/69af395277c4ecc06cdd5346/master/w_1024,c_limit/00052-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Loud Luxury,Eclectic","[{""category"": ""Dress"", ""materials"": [""Metallic Fabric"", ""Satin""], ""pattern"": ""Abstract"", ""silhouette"": [""Fitted/Waisted"", ""Column""], ""construction"": [""High Neck""], ""decoration"": [""Sequins"", ""Fringe""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Metallic Fabric"", ""Other""], ""pattern"": ""Abstract"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Sequins""]}, {""category"": ""Sunglasses"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Metallic Fabric"", ""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,53,"https://assets.vogue.com/photos/69af3952ab6ec72daad89462/master/w_1024,c_limit/00053-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Quiet Luxury,New Classic,Loud Luxury","[{""category"": ""Jacket/Blazer"", ""materials"": [""Textured Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Cropped"", ""Oversized""], ""construction"": [""Wrap Closure"", ""Wide Shoulders""], ""decoration"": [""Statement Buttons""]}, {""category"": ""Skirt"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Stripes"", ""silhouette"": [""A-line"", ""Elongated""], ""construction"": [""Pleats""], ""decoration"": [""Fringe""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Logo/Monogram"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Logos""]}, {""category"": ""Bag"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,54,"https://assets.vogue.com/photos/69af39543b7da9884b1bdfb7/master/w_1024,c_limit/00054-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Quiet Luxury,New Classic,Loud Luxury","[{""category"": ""Jacket/Blazer"", ""materials"": [""Tweed"", ""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Cropped"", ""Fitted/Waisted""], ""construction"": [""Statement Closure""], ""decoration"": [""Statement Buttons"", ""Metal Hardware""]}, {""category"": ""Skirt"", ""materials"": [""Textured Knit""], ""pattern"": ""Solid"", ""silhouette"": [""A-line""], ""construction"": [], ""decoration"": []}, {""category"": ""Belt"", ""materials"": [""Leather/Faux Leather"", ""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [""Statement Closure""], ""decoration"": [""Metal Hardware""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Metal Hardware""]}]"
Chanel,Fall 2026 Ready-to-Wear,55,"https://assets.vogue.com/photos/69af3955d50058cff41e7464/master/w_1024,c_limit/00055-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","New Femininity,Romantic,Resort","[{""category"": ""Dress"", ""materials"": [""Chiffon""], ""pattern"": ""Geometric"", ""silhouette"": [""A-line"", ""Elongated""], ""construction"": [""Pleats"", ""Layered Details""], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Geometric"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Sequins"", ""Rhinestones""]}, {""category"": ""Bag"", ""materials"": [""Suede""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Metal Hardware""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,56,"https://assets.vogue.com/photos/69af3955ac0c35736e151f47/master/w_1024,c_limit/00056-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Loud Luxury,Eclectic,New Femininity","[{""category"": ""Jacket/Blazer"", ""materials"": [""Textured Knit"", ""Fur/Faux Fur""], ""pattern"": ""Abstract"", ""silhouette"": [""Straight"", ""Oversized""], ""construction"": [""Dropped Shoulder""], ""decoration"": [""Statement Buttons""]}, {""category"": ""Top/Blouse"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted""], ""construction"": [""V-Neck""], ""decoration"": [""Sequins"", ""Embroidery""]}, {""category"": ""Skirt"", ""materials"": [""Textured Knit"", ""Fur/Faux Fur""], ""pattern"": ""Abstract"", ""silhouette"": [""A-line""], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,57,"https://assets.vogue.com/photos/69af3957ac8fb3772ed32fc2/master/w_1024,c_limit/00057-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Loud Luxury,Eclectic","[{""category"": ""Coat"", ""materials"": [""Fur/Faux Fur""], ""pattern"": ""Patchwork"", ""silhouette"": [""Straight"", ""Oversized""], ""construction"": [], ""decoration"": []}, {""category"": ""Dress"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Column""], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Leather/Faux Leather"", ""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,58,"https://assets.vogue.com/photos/69af39586c4a262eeed36ff7/master/w_1024,c_limit/00058-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Loud Luxury,New Femininity,Eclectic","[{""category"": ""Sunglasses"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Top/Blouse"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Straight"", ""Shoulder Emphasis""], ""construction"": [""Puff Sleeves""], ""decoration"": [""Fringe""]}, {""category"": ""Skirt"", ""materials"": [""Velvet""], ""pattern"": ""Solid"", ""silhouette"": [""A-line""], ""construction"": [], ""decoration"": [""Lace Trim"", ""Appliqué""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Satin""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Bows""]}, {""category"": ""Bag"", ""materials"": [""Fur/Faux Fur""], ""pattern"": ""Animal Print"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,59,"https://assets.vogue.com/photos/69af39587f390448ffd888bc/master/w_1024,c_limit/00059-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Quiet Luxury,New Classic,Ladylike","[{""category"": ""Coat"", ""materials"": [""Bouclé""], ""pattern"": ""Solid"", ""silhouette"": [""Straight"", ""Elongated""], ""construction"": [""Shirt Collar"", ""Wide Shoulders""], ""decoration"": [""Statement Buttons"", ""Lace Trim""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,60,"https://assets.vogue.com/photos/69af39597f390448ffd888c3/master/w_1024,c_limit/00060-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","New Classic,Quiet Luxury,Soft Tailoring","[{""category"": ""Jacket/Blazer"", ""materials"": [""Tweed"", ""Bouclé""], ""pattern"": ""Houndstooth"", ""silhouette"": [""Fitted/Waisted"", ""Straight""], ""construction"": [""Patch Pockets""], ""decoration"": [""Statement Buttons"", ""Contrast Stitching""]}, {""category"": ""Skirt"", ""materials"": [""Tweed"", ""Bouclé""], ""pattern"": ""Houndstooth"", ""silhouette"": [""Straight"", ""High Rise""], ""construction"": [""Waist Seam""], ""decoration"": [""Contrast Stitching""]}, {""category"": ""Top/Blouse"", ""materials"": [""Fine Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted""], ""construction"": [""Shirt Collar""], ""decoration"": []}, {""category"": ""Gloves"", ""materials"": [""Fine Knit""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Suede""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,61,"https://assets.vogue.com/photos/69af395a6c4a262eeed36ffe/master/w_1024,c_limit/00061-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Quiet Luxury,New Classic,Loud Luxury","[{""category"": ""Top/Blouse"", ""materials"": [""Satin""], ""pattern"": ""Solid"", ""silhouette"": [""Relaxed""], ""construction"": [""V-Neck"", ""Draping""], ""decoration"": [""Metal Hardware""]}, {""category"": ""Skirt"", ""materials"": [""Satin"", ""Other""], ""pattern"": ""Animal Print"", ""silhouette"": [""A-line""], ""construction"": [], ""decoration"": [""Ruffles""]}, {""category"": ""Belt"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Metal Hardware""]}, {""category"": ""Bag"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Metal Hardware""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Animal Print"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Metal Hardware""]}]"
Chanel,Fall 2026 Ready-to-Wear,62,"https://assets.vogue.com/photos/69af395b7f390448ffd888ca/master/w_1024,c_limit/00062-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Quiet Luxury,New Classic,Minimalism","[{""category"": ""Dress"", ""materials"": [""Satin"", ""Metallic Fabric""], ""pattern"": ""Abstract"", ""silhouette"": [""Elongated"", ""Trapeze""], ""construction"": [""High Neck"", ""Draping""], ""decoration"": [""Sequins""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,63,"https://assets.vogue.com/photos/69af395cac0c35736e151f53/master/w_1024,c_limit/00063-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Quiet Luxury,Minimalism,New Classic","[{""category"": ""Coat"", ""materials"": [""Textured Knit"", ""Fur/Faux Fur""], ""pattern"": ""Solid"", ""silhouette"": [""Straight"", ""Oversized""], ""construction"": [""Shirt Collar"", ""Statement Closure""], ""decoration"": [""Statement Buttons""]}, {""category"": ""Shirt"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Straight""], ""construction"": [""Shirt Collar""], ""decoration"": []}, {""category"": ""Pants/Trousers"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Straight"", ""High Rise""], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,64,"https://assets.vogue.com/photos/69af395d9b293623b63e1530/master/w_1024,c_limit/00064-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Loud Luxury,Resort","[{""category"": ""Dress"", ""materials"": [""Textured Knit""], ""pattern"": ""Floral"", ""silhouette"": [""Straight"", ""Elongated""], ""construction"": [""High Neck""], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,65,"https://assets.vogue.com/photos/69af395d9b293623b63e1536/master/w_1024,c_limit/00065-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","New Femininity,Romantic,Loud Luxury","[{""category"": ""Jacket/Blazer"", ""materials"": [""Satin"", ""Organza""], ""pattern"": ""Floral"", ""silhouette"": [""Straight"", ""Oversized""], ""construction"": [""Dropped Shoulder""], ""decoration"": [""Appliqué"", ""Textured Inserts""]}, {""category"": ""Shirt"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Checks/Plaid"", ""silhouette"": [""Fitted/Waisted""], ""construction"": [""Shirt Collar""], ""decoration"": []}, {""category"": ""Skirt"", ""materials"": [""Satin"", ""Organza""], ""pattern"": ""Floral"", ""silhouette"": [""A-line""], ""construction"": [], ""decoration"": [""Appliqué"", ""Textured Inserts""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Sequins""]}, {""category"": ""Bag"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Metal Hardware""]}]"
Chanel,Fall 2026 Ready-to-Wear,66,"https://assets.vogue.com/photos/69af395e9b293623b63e153f/master/w_1024,c_limit/00066-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Loud Luxury,Romantic","[{""category"": ""Dress"", ""materials"": [""Metallic Fabric"", ""Suiting Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Column""], ""construction"": [""Asymmetry"", ""Wrap Closure""], ""decoration"": [""Embroidery"", ""Appliqué"", ""Sequins""]}, {""category"": ""Jacket/Blazer"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Oversized""], ""construction"": [""Dropped Shoulder""], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Suede""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Metal Hardware""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,67,"https://assets.vogue.com/photos/69af3960ac8fb3772ed32fcf/master/w_1024,c_limit/00067-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Loud Luxury,Eclectic","[{""category"": ""Jacket/Blazer"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Oversized"", ""Relaxed""], ""construction"": [""Dropped Shoulder""], ""decoration"": [""Sequins""]}, {""category"": ""Coat"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Checks/Plaid"", ""silhouette"": [""Oversized"", ""Relaxed""], ""construction"": [], ""decoration"": []}, {""category"": ""Top/Blouse"", ""materials"": [""Sheer Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Relaxed""], ""construction"": [], ""decoration"": [""Sequins"", ""Embroidery""]}, {""category"": ""Skirt"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""A-line""], ""construction"": [""Asymmetry""], ""decoration"": [""Sequins""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Sequins""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Rhinestones""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Rhinestones""]}, {""category"": ""Bag"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,68,"https://assets.vogue.com/photos/69af3960ed4a2bdc66096c63/master/w_1024,c_limit/00068-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Quiet Luxury,New Classic,Ladylike","[{""category"": ""Gown/Evening"", ""materials"": [""Lace"", ""Organza""], ""pattern"": ""Floral"", ""silhouette"": [""A-line"", ""Elongated""], ""construction"": [""High Neck""], ""decoration"": [""Lace Trim"", ""Textured Inserts""]}, {""category"": ""Skirt"", ""materials"": [""Chiffon""], ""pattern"": ""Solid"", ""silhouette"": [""A-line"", ""High Rise""], ""construction"": [""Pleats""], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Satin""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Geometric"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Metal Hardware""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Fall 2026 Ready-to-Wear,69,"https://assets.vogue.com/photos/69af3961907d37e2373a0a62/master/w_1024,c_limit/00069-chanel-fall-2026-ready-to-wear-credit-gorunway.jpg","Loud Luxury,Romantic,New Femininity","[{""category"": ""Jacket/Blazer"", ""materials"": [""Textured Knit"", ""Lace""], ""pattern"": ""Solid"", ""silhouette"": [""Straight"", ""Oversized""], ""construction"": [], ""decoration"": [""Statement Buttons"", ""Fringe""]}, {""category"": ""Top/Blouse"", ""materials"": [""Mesh"", ""Lace""], ""pattern"": ""Solid"", ""silhouette"": [""Semi-Fitted""], ""construction"": [""Shirt Collar""], ""decoration"": [""Embroidery""]}, {""category"": ""Skirt"", ""materials"": [""Mesh"", ""Lace""], ""pattern"": ""Solid"", ""silhouette"": [""Elongated""], ""construction"": [], ""decoration"": [""Embroidery"", ""Perforation""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Mesh"", ""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
